Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,Elancer Name
Renters,95123,Lucy,Vega,3/8/1990,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 749-0101,joshua@zoho.com,N,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95051,Addison,Schmidt,6/6/1986,m,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 981-2605,luke.copeland@icloud.com,N,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,76250623,-1,$141.99,Sammy Lee,"3575 Stevens Creek Blvd Ste J
San Jose, CA 95117-1046
(408) 247-8800",Gita
Renters,94301,Nora,Hess,6/6/1986,f,501 Forest Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 559-9571,kira@163.com,N,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,39023580,-1,$139.14,Nicky Papadakis,"1355 Laurel St
San Carlos, CA 94070-5011
(650) 593-1666",Gita
Renters,95037,Victoria,Manning,4/5/1990,f,16945 Del Monte Ave,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 758-4888,luke.copeland@icloud.com,N,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,49075468,-1,$269.50,Preeti Sehgal,"584b Blossom Hill Rd
San Jose, CA 95123-3212
(408) 674-2935",Gita
Renters,94041,Brielle,Gallegos,11/18/1989,f,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 425-3914,luke.copeland@icloud.com,N,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,39757650,-1,$141.99,Jianhong Zhou,"39812 Mission Blvd Ste 203
Fremont, CA 94539-3087
(510) 656-1009",Gita
Renters,95008,Dillan,Cardenas,11/12/1990,f,200 Hollis Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 664-2724,luke@263.com,N,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95127,Alice,Saunders,3/3/1988,m,2601 Nuestra Castillo Ct,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 735-9780,joshua@zoho.com,N,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94086,Chloe,Horton,6/6/1986,f,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 460-5241,joshua@zoho.com,N,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95054,Nicholas,Ward,5/6/1989,m,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 567-0683,milo.chambers@yahoo.com,N,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,44142121,-1,$141.99,Stephen Larson,"6360 Belleau Wood Ln Ste 5
Sacramento, CA 95822-5925
(916) 428-4520",Gita
Renters,94085,Rosalie,Hood,2/4/1989,f,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 264-9696,joshua@zoho.com,N,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95050,Jack,Campbell,2/4/1989,m,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 589-2909,joshua@zoho.com,N,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95050,Eli,Boyd,2/4/1989,m,431 El Camino Real,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 222-8623,abigail@foxmail.com,N,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,67542288,-1,$131.83,Jason Medeiros,"39899 Balentine Dr Ste 230
Newark, CA 94560-5361
(925) 321-3082",Gita
Renters,94087,Anastasia,Short,6/6/1986,m,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 580-6272,joshua@zoho.com,N,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94086,Graham,Perkins,5/6/1989,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 984-4767,kira@163.com,N,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,44556731,-1,$134.51,Jianhong Zhou,"39812 Mission Blvd Ste 203
Fremont, CA 94539-3087
(510) 656-1009",Gita
Renters,94301,Charles,Gibbs,4/5/1990,f,501 Forest Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(844) 250-7147,kira@163.com,N,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,40871993,-1,$139.14,Richard Jerkovich,"425 Harbor Blvd Ste E
Belmont, CA 94002-4048
(650) 638-1797",Gita
Renters,95051,Evan,Wolf,4/5/1990,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 381-9788,luke.copeland@icloud.com,N,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,65133163,-1,$139.14,James Miao,"303 W Joaquin Ave Ste 210
San Leandro, CA 94577-3666
(510) 357-8080",Gita
Renters,95126,Nolan,Fowler,11/12/1990,m,1300 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 647-6922,kira@163.com,N,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,41417558,-1,$181.67,Jason Schram,"1731 Embarcadero Rd Ste 212
Palo Alto, CA 94303-3339
(650) 522-0027",Gita
Renters,95136,Jack,Contreras,12/1/1988,m,5230 Terner Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 225-8648,luke@263.com,N,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95014,Hanna,Park,12/1/1988,f,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 578-4349,clare.curtis@gmail.com,N,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5607042,-1,$131.83,Chiu Ling Lin,"1340 S De Anza Blvd Ste 203
San Jose, CA 95129-4644
(408) 657-3919",Gita
Renters,94087,Xander,Elliott,4/5/1990,m,745 S Bernardo Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 381-9788,jakob.king@inbox.com,N,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95112,Landon,Sandoval,3/27/1987,m,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 491-1125,luke.copeland@icloud.com,N,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,31849100,-1,$152.31,Catherine Lie,"1118 E William St
San Jose, CA 95116-3113
(408) 288-8011",Gita
Renters,94086,Hanna,Jones,2/4/1989,m,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 491-1125,abigail@foxmail.com,N,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,49038601,-1,$134.51,Qing Sun,"12140 Artesia Blvd Ste 209
Artesia, CA 90701-4055
(562) 810-0500",Gita
Renters,95051,Gideon,Thomas,3/8/1990,f,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 583-9275,dillan.hood@263.com,Y,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95123,Dominic,Welch,6/6/1986,m,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 279-7410,jakob.king@inbox.com,Y,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94043,Elliott,Duncan,3/8/1990,m,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 460-5241,abigail@foxmail.com,Y,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,6897524,-1,$134.51,Orlando Nunes,"1246 Homestead Rd
Santa Clara, CA 95050-5487
(408) 261-1553",Gita
Renters,95125,Caroline,Brewer,11/18/1989,f,2118 Canoas Garden Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 321-1701,dillan.hood@263.com,Y,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95037,Lily,Pittman,7/31/1988,m,16945 Del Monte Ave,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 854-2651,abigail@foxmail.com,Y,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,52018025,-1,$249.01,Delyna Vu,"1972 Aborn Rd
San Jose, CA 95121-1583
(408) 531-8153",Gita
Renters,95035,Ian,Fisher,3/8/1990,m,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 400-5295,milo.chambers@yahoo.com,Y,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,81728176,-1,$130.00,Tony Stoll,"1000 S White Rd Ste 130
San Jose, CA 95127-3828
(650) 200-5721",Gita
Renters,95123,Aden,Phillips,3/27/1987,m,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 902-0832,joshua@zoho.com,Y,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94304,Jack,Mcdaniel,2/4/1989,f,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 502-5305,luke@263.com,Y,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95020,Arianna,Wise,3/27/1987,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 486-4834,milo.chambers@yahoo.com,Y,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,96013494,-1,$257.80,None,,Gita
Renters,95020,Hunter,Reynolds,2/4/1989,f,500 Ioof Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 271-2600,joshua@zoho.com,Y,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95134,Zoey,Green,11/18/1989,m,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 279-7410,dillan.hood@263.com,Y,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94040,Jase,Hines,12/1/1988,f,575 S Rengstorff Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 295-1360,juliette@outlook.com,Y,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,64389264,-1,$130.00,Alex Wong,"420 N Montebello Blvd Ste 207
Montebello, CA 90640-4274
(323) 212-3012",Gita
Renters,95014,Avery,Stanley,12/1/1988,f,5608 Stevens Creek Blvd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-0333,juliette@outlook.com,Y,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,85192648,-1,$130.00,David Kelly,"510 Bercut Dr Ste F
Sacramento, CA 95811-0111
(916) 447-9797",Gita
Renters,95113,Juliet,Baldwin,3/8/1990,f,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 372-8336,milo.chambers@yahoo.com,Y,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,25340320,-1,$136.00,Mark Mead,"13300 E Highway 20 Ste C
Clearlake Oaks, CA 95423-9330
(707) 998-0100",Gita
Renters,95030,Emma,King,11/18/1989,f,10 Jackson St 107,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 997-0400,kira@163.com,Y,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,15614402,-1,$130.00,Jinghuai Li,"100 W El Camino Real Ste 70
Mountain View, CA 94040-2649
(650) 988-9618",Gita
Renters,95134,Felix,Brewer,3/3/1988,m,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 923-6900,kira@163.com,Y,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,18036600,-1,$130.00,Oliver Huang,"2695 Moorpark Ave Ste 112
San Jose, CA 95128-4710
(510) 493-6538",Gita
Renters,95054,Vivienne,Velasquez,7/31/1988,m,730 Agnew Rd,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 270-9902,luke@263.com,Y,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95014,Ethan,Marsh,11/12/1990,m,7375 Rollingdell Dr,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 563-6333,luke@263.com,Y,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95035,Dillan,Clayton,3/8/1990,m,755 E Capitol Ave,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 512-2708,kira@163.com,Y,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,18294365,-1,$130.00,Rudy Buitrago,"2290 N 1st St Ste 209b
San Jose, CA 95131-2017
(408) 434-0640",Gita
Renters,95128,Emmett,Sims,3/27/1987,f,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 513-0086,juliette@outlook.com,Y,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,42940446,-1,$162.54,Shinobu Arisawa,"2695 Moorpark Ave # 201
San Jose, CA 95128-4710
(408) 449-4808",Gita
Renters,95054,Reece,Freeman,11/18/1989,m,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 530-2100,luke.copeland@icloud.com,Y,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,20866371,-1,$130.00,Tony Stoll,"1000 S White Rd Ste 130
San Jose, CA 95127-3828
(650) 200-5721",Gita
Renters,95136,Kira,Silva,3/3/1988,f,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 678-0550,joshua@zoho.com,Y,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94087,Harper,Oliver,11/12/1990,f,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 923-3200,clare.curtis@gmail.com,Y,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,28982155,-1,$130.00,Georgina Urquizu,"2695 Moorpark Ave Ste 111
San Jose, CA 95128-4710
(408) 449-4804",Gita
Renters,95125,Nolan,Fitzgerald,3/3/1988,f,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 270-9902,dillan.hood@263.com,Y,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95125,Anna,Wells,2/4/1989,m,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 441-7600,luke.copeland@icloud.com,Y,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,15718819,260,$20.48,Joe Angelini,"435 Johnston St
Half Moon Bay, CA 94019-1717

(650) 726-4818",Muhammad
Renters,94043,Rose,Benson,3/8/1990,f,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(603) 571-6274,clare.curtis@gmail.com,Y,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,77137108,240,$16.01,Ron Merz,"1264 Lincoln Ave Ste 100
San Jose, CA 95125-3035

(408) 371-3000",Muhammad
Renters,95112,Norah,Robbins,7/31/1988,f,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 445-6530,milo.chambers@yahoo.com,Y,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,56787879,224,$18.50,Frank Pham,"1804 Mclaughlin Ave
San Jose, CA 95122-2902

(408) 947-0265",Muhammad
Renters,94085,Ezra,Jensen,4/5/1990,m,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 279-7410,kira@163.com,Y,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,36014794,226,$16.34,Mary Formico Barnard,"2190 Stokes St Ste 201
San Jose, CA 95128-4512

(408) 286-1334",Muhammad
Renters,95129,Lila,Becker,3/3/1988,m,355 Kiely Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 748-4774,abigail@foxmail.com,Y,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,78791164,230,$15.07,Lee Gomez,"1100 Lincoln Ave Ste 265
San Jose, CA 95125-3065

(408) 223-0970",Muhammad
Renters,94086,Nicolas,Underwood,6/6/1986,f,355 E Evelyn Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 582-5240,luke@263.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Invalid Email,60,,,,Muhammad
Renters,94043,Sophie,Hodges,5/6/1989,m,505 Central Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 671-1752,juliette@outlook.com,Y,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,66983040,230,$15.38,Zainuddean Jeewanjee,"1494 Hamilton Ave Ste 101
San Jose, CA 95125-4535

(408) 703-4900",Muhammad
Renters,95035,Isaac,Singh,3/27/1987,m,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 474-5333,kira@163.com,Y,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,49881992,220,$10.83,Thomas Treuong,"500 E Calaveras Blvd Ste 321
Milpitas, CA 95035-7708

(408) 935-8888",Muhammad
Renters,95037,Gemma,Flowers,4/5/1990,f,16945 Del Monte Ave,Morgan Hill,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 980-0502,dillan.hood@263.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95014,Caleb,Black,12/1/1988,f,20800 Homestead Rd,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 241-1445,kira@163.com,N,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,12682405,-1,$142.07,Chiu Ling Lin,"1340 S De Anza Blvd Ste 203
San Jose, CA 95129-4644
(408) 657-3919",Gita
Renters,94085,Madelynn,Shaffer,11/18/1989,m,355 N Wolfe Rd,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 923-6900,jakob.king@inbox.com,N,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95123,Hanna,Jordan,11/12/1990,m,1045 Coleman Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 713-3956,clare.curtis@gmail.com,N,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,20566920,-1,$185.48,Miguel Quintero,"4340 Almaden Expy Ste 210
San Jose, CA 95118-2048
(408) 380-2277",Gita
Renters,95020,Declan,Shaw,12/1/1988,m,7397 Monterey St,Gilroy,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(866) 849-2126,clare.curtis@gmail.com,N,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,9717620,-1,$278.29,Albert Pinheiro,"190 1st St
Gilroy, CA 95020-5129
(408) 842-4619",Gita
Renters,94086,Levi,Mckenzie,2/4/1989,m,655 S Fair Oaks Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 956-8858,joshua@zoho.com,N,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,94086,James,Roberson,6/6/1986,f,201 W California Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 865-2875,jakob.king@inbox.com,N,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,Email invalid,-1,,,,Gita
Renters,95125,Madeline,Fowler,3/8/1990,f,1776 Almaden Rd,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 865-1139,milo.chambers@yahoo.com,N,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,4508102,-1,$175.92,Joe Angelini,"435 Johnston St
Half Moon Bay, CA 94019-1717
(650) 726-4818",Gita
