Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,Elancer name
Renters,95126,Adeline,Morgan,3/8/1990,m,1300 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 583-9275,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,1000,500000,N,2500,,,,,,aaa
Renters,95125,Leah,Kelley,2/4/1989,m,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 214-1685,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,1000,500000,N,5000,63637584,129,$256.63,Joe Angelini,"435 Johnston St
 Half Moon Bay, CA 94019-1717
 (650) 726-4818",aaa
Renters,95020,Kira,Conley,5/6/1989,m,500 Ioof Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 728-9514,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,100,83536841,138,$755.27,Dwight Lynn,"365 E Lake Ave
 Watsonville, CA 95076-4826
 (831) 722-6787",aaa
Renters,95134,Tessa,Juarez,3/3/1988,m,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 452-7910,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,100 / 250,64139019,130,$364.10,Virginia Tam,"833 Corporate Way
 Fremont, CA 94539-6115
 (510) 683-3883",aaa
Renters,95131,Mia,Thornton,3/8/1990,f,1600 Whitewood Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 279-7410,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,250,62009186,135,$303.92,Todd Harman,"1414 Meridian Ave
 San Jose, CA 95125-5213
 (408) 559-4033",aaa
Renters,94085,Lucas,Stevenson,12/1/1988,f,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 583-8084,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,500,72293745,134,$279.84,Mary Formico Barnard,"2190 Stokes St Ste 201
 San Jose, CA 95128-4512
 (408) 286-1334",aaa
Renters,95126,Gabriel,Mills,12/1/1988,m,1590 Southwest Expy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 266-1474,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,750,,,,,,aaa
Renters,95037,Nathaniel,Montoya,11/18/1989,m,15400 Vineyard Blvd,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 359-8979,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,1000,950819,139,$490.47,Dereck Caso,"4990 Speak Ln Ste 250
 San Jose, CA 95118-2776
 (408) 445-9100",aaa
Renters,95051,Owen,Harris,11/18/1989,f,1901 Halford Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 294-5333,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,1500,,,,,,aaa
Renters,94041,Dominick,Reid,3/27/1987,f,151 Calderon Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 240-0330,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,2500,71973916,140,$242.27,Lili Li,,aaa
Renters,95051,Easton,Burns,3/3/1988,f,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(855) 646-0468,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,100000,N,5000,71429964,131,$202.40,Sammy Lee,"3575 Stevens Creek Blvd Ste J
 San Jose, CA 95117-1046
 (408) 247-8800",aaa
Renters,94086,Cora,Carey,3/8/1990,f,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 956-8858,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,100,,,,,,aaa
Renters,95126,Everett,Wilson,11/18/1989,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 835-1449,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,100 / 250,41354310,136,$489.73,Louise Shih,"940 Saratoga Ave Ste 106
 San Jose, CA 95129-3409
 (408) 253-0688",aaa
Renters,95112,Conor,Alvarez,3/27/1987,m,524 S 9th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 736-4963,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,250,62957418,143,$439.29,Ron Allen,"1975 Hamilton Ave Ste 31
 San Jose, CA 95125-5630
 (408) 369-8924",aaa
Renters,95014,Gabriel,Payne,3/8/1990,m,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 735-9780,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,500,,,,,,aaa
Renters,94086,Aron,Cortez,6/6/1986,m,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 349-3200,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,750,,,,,,aaa
Renters,94043,Gemma,Baldwin,3/27/1987,m,100 N Whisman Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 246-1226,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,1000,,,,,,aaa
Renters,94086,Savannah,Walker,11/18/1989,f,655 S Fair Oaks Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 405-4600,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,1500,,,,,,aaa
Renters,95014,Sebastian,Silva,4/5/1990,f,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 528-2128,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,2500,64194834,138,$226.60,Chiu Ling Lin,"1340 S De Anza Blvd Ste 203
 San Jose, CA 95129-4644
 (408) 657-3919",aaa
Renters,95126,Luke,Richards,5/6/1989,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 495-4119,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,300000,N,5000,,,,,,aaa
Renters,94040,Nathaniel,Coleman,5/6/1989,m,1200 Dale Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 469-3620,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,100,,,,,,aaa
Renters,94301,Gemma,Cruz,12/1/1988,m,501 Forest Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 777-4850,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,100 / 250,2092383,189,$424.15,Erich Stiegler,"1911 Tarob Ct
 Milpitas, CA 95035-6825
 (408) 813-5348",aaa
Renters,95134,Mia,Murphy,11/12/1990,f,345 Village Center Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 359-1333,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,250,69221554,195,$348.92,Jeong Pak,"39812 Mission Blvd Ste 203
 Fremont, CA 94539-3087
 (510) 790-2702",aaa
Renters,94041,Josiah,Hunter,12/1/1988,m,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 474-5333,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,500,44272339,198,$321.84,Jianhong Zhou,"39812 Mission Blvd Ste 203
 Fremont, CA 94539-3087
 (510) 656-1009",aaa
Renters,95037,Arabella,Mills,11/18/1989,f,16945 Del Monte Ave,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 403-2247,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,750,38868134,185,$565.56,Andrew Manville,"9045 Soquel Dr Ste 1
 Aptos, CA 95003-4070
 (831) 476-6150",aaa
Renters,94086,Clare,French,12/1/1988,m,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(888) 586-1355,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,1000,52925875,195,$291.74,Qing Sun,"12140 Artesia Blvd Ste 209
 Artesia, CA 90701-4055
 (562) 810-0500",aaa
Renters,95050,Conor,Combs,11/12/1990,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 321-1701,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,1500,87448533,200,$273.68,Bin Lu,"6472 Camden Ave Ste 209
 San Jose, CA 95120-2827
 (408) 728-9789",aaa
Renters,95125,Alice,Ramos,11/12/1990,m,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 842-4457,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,2500,52165939,198,$301.95,Joe Angelini,"435 Johnston St
 Half Moon Bay, CA 94019-1717
 (650) 726-4818",aaa
Renters,95054,Aria,Calderon,7/31/1988,f,502 Mansion Park Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 921-1969,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,90000,Keep default,2000,500000,N,5000,77059219,205,$213.50,Ricardo Gonzalez,"1155 Meridian Ave Ste 201
 San Jose, CA 95125-4331
 (408) 307-6034",aaa
Renters,94085,Evan,Cameron,11/18/1989,m,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 664-2724,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,100,,,,,,aaa
Renters,94086,Graham,Shelton,2/4/1989,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 496-6300,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,100 / 250,85835482,196,$218.50,Jianhong Zhou,"39812 Mission Blvd Ste 203
 Fremont, CA 94539-3087",aaa
Renters,95112,Reese,Doyle,3/8/1990,m,524 S 9th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 381-9788,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,250,9106041,215,$358.30,Dave Molinari,"6110 Camino Verde Dr Ste 5
 San Jose, CA 95119-1444
 (408) 978-6331",aaa
Renters,95051,Chase,Griffin,3/3/1988,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 981-2605,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,500,99707479,202,$291.05,James Miao,"303 W Joaquin Ave Ste 210
 San Leandro, CA 94577-3666
 (510) 357-8080",aaa
Renters,95136,Josephine,Davis,12/1/1988,f,4300 The Woods Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 749-0101,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,750,16134645,225,$348.00,Ernest Dillard,"5145 Golden Foothill Pkwy Ste 100
 El Dorado Hills, CA 95762-9656
 (916) 939-8553",aaa
Renters,95037,Graham,Carson,2/4/1989,f,15400 Vineyard Blvd,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 587-5815,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,1000,50504160,223,$513.11,Irma Delgado,"11 W 1st St
 Morgan Hill, CA 95037-4501",aaa
Renters,95123,Miles,Robles,12/1/1988,f,1045 Coleman Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 778-3237,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,1500,72625299,259,$303.48,Yarlin Palomares,"835 Blossom Hill Rd Ste 101
 San Jose, CA 95123-2703
 (408) 229-2500",aaa
Renters,94086,Zachery,Townsend,3/27/1987,m,180 Pasito Terrace,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 957-5887,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,2500,70356622,264,$208.79,Rie Kawaguchi,"1292 Kifer Rd Ste 802
 Sunnyvale, CA 94086-5311
 (408) 738-8111",aaa
Renters,94087,Greyson,Clarke,11/12/1990,f,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 653-5931,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,100000,N,5000,91748470,140,$174.00,Yi Ju,"7337 Bollinger Rd Ste A
 Cupertino, CA 95014-4329
 (408) 996-7200",aaa
Renters,95035,Felicity,Watkins,11/18/1989,f,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 255-6750,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,100,79188456,189,$420.46,Jevi Oclarit,"16 Corning Ave Ste 266
 Milpitas, CA 95035-8523
 (408) 854-4274",aaa
Renters,95126,Nora,Cunningham,5/6/1989,m,1300 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 540-5454,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,100 / 250,,,,,,aaa
Renters,95123,Charles,Morales,3/27/1987,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 453-6204,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,250,69632153,151,$429.65,Ashish Marwaha,"835 Blossom Hill Rd Ste 101
 San Jose, CA 95123-2703
 (408) 754-0603",aaa
Renters,95035,Fynn,Salazar,3/3/1988,f,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 678-0550,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,500,5874787,155,$397.28,Roy Chetty,"835 Blossom Hill Rd Ste 101
 San Jose, CA 95123-2703
 (408) 872-2500",aaa
Renters,94086,Grayson,Stewart,11/12/1990,m,1035 Aster Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 952-3727,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,750,,,,,,aaa
Renters,95037,Juliet,Pearson,11/18/1989,m,16945 Del Monte Ave,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 766-9500,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,1000,4740538,139,$538.11,Paulson Nietert,"50 W Main Ave Ste A
 Morgan Hill, CA 95037-4567
 (408) 778-2761",aaa
Renters,95050,Arianna,Carr,6/6/1986,m,431 El Camino Real,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 678-0550,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,1500,20222420,141,$262.26,Jason Medeiros,"39899 Balentine Dr Ste 230
 Newark, CA 94560-5361
 (925) 321-3082",aaa
Renters,95112,Adam,Guzman,7/31/1988,f,524 S 9th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 932-5588,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,2500,35419078,132,$261.48,Heidi Shigematsu,"605 N 5th St
 San Jose, CA 95112-3244
 (408) 288-9222",aaa
Renters,95112,Mathew,Ellis,3/3/1988,m,524 S 9th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 459-3577,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,300000,N,5000,,,,,,aaa
Renters,94087,Clara,Shaffer,11/12/1990,m,575 E Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 583-8084,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,100,43757767,133,$440.46,Richard So,"3105 El Camino Real Ste 201
 Santa Clara, CA 95051-2936
 (408) 249-7726",aaa
Renters,95131,Iris,Dean,6/6/1986,f,1600 Whitewood Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 405-4600,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,100 / 250,89301469,187,$424.63,Su Mei Tseng,"2051 Junction Ave Ste 125
 San Jose, CA 95131-2117
 (408) 922-0998",aaa
Renters,95050,Adeline,Wade,3/3/1988,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 222-8623,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,250,73104746,132,$361.36,Bin Lu,"6472 Camden Ave Ste 209
 San Jose, CA 95120-2827
 (408) 728-9789",aaa
Renters,95035,Ana,Dixon,5/6/1989,m,755 E Capitol Ave,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 474-0333,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,500,,,,,,aaa
Renters,95134,Dominick,Lara,3/8/1990,f,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 849-2126,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,750,,,,,,aaa
Renters,95054,Sophia,Singh,12/1/1988,f,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 592-3139,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,1000,91114615,180,$301.26,Stephen Larson,"6360 Belleau Wood Ln Ste 5
 Sacramento, CA 95822-5925
 (916) 428-4520",aaa
Renters,95112,Eden,Porter,2/4/1989,f,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 664-2822,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,1500,91813460,121,$313.73,Timothy Shannon,"3848 E Colorado Blvd Ste 22
 Pasadena, CA 91107-3975
 (800) 999-5729",aaa
Renters,95112,Grayson,Hopkins,3/27/1987,f,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 582-4074,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,2500,64765060,134,$281.48,Timothy Shannon,"3848 E Colorado Blvd Ste 22
 Pasadena, CA 91107-3975
 (800) 999-5729",aaa
Renters,95126,Dominic,Fuller,11/18/1989,m,754 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 427-1991,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,1000,500000,N,5000,14008906,142,$267.56,Dipika Vora,"2603 Camino Ramon Ste 433
 San Ramon, CA 94583-9129
 (408) 941-0094",aaa
Renters,95054,Mila,Greene,5/6/1989,f,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 823-1361,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,2000,100000,N,100,39492790,145,$398.46,Stephen Larson,"6360 Belleau Wood Ln Ste 5
 Sacramento, CA 95822-5925
 (916) 428-4520",aaa
Renters,94301,Stella,Short,7/31/1988,f,501 Forest Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 854-3900,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,2000,100000,N,100 / 250,94293139,134,$382.63,Sheila Quan,"924 Ralston Ave
 Belmont, CA 94002-2208
 (650) 655-4688",aaa
Renters,94086,Anna,Watts,7/31/1988,m,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 586-9001,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,100000,Keep default,2000,100000,N,250,,,,,,aaa
