Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,Agent Phone Number
Renters,94086,Khloe,Navarro,2/4/1989,f,655 S Fair Oaks Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 282-3083,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,100 / 250,,,,,,
Renters,94301,Sebastian,Mullins,11/12/1990,m,459 Hamilton Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(866) 835-1449,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,250,61647751,180,$21.34,Shahab Siddiqui,"39899 Balentine Dr Ste 230Newark, CA 94560-5361",(510) 366-9447
Renters,95051,Sawyer,Allen,11/18/1989,f,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 440-1155,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,500,32360644,180,$19.95,Sammy Lee,"3575 Stevens Creek Blvd Ste J San Jose, CA 95117-1046",(408) 247-8800
Renters,95008,Ivy,Medina,6/6/1986,m,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 688-2085,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,750,31738293,180,$23.08,Thu Nguyen,"1989 Quimby RdSan Jose, CA 95122-1245",(408) 258-8388
Renters,95035,Lily,Mcguire,2/4/1989,f,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 345-5406,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,1000,85271096,180,$18.05,Thomas Truong,"500 E Calaveras Blvd Ste 321 Milpitas, CA 95035-7708",(408) 935-8888
Renters,95014,Lilly,May,3/3/1988,m,5608 Stevens Creek Blvd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 653-5931,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,1500,92943898,180,$17.01,David Kelly,"510 Bercut Dr Ste F Sacramento, CA 95811-0111",(916) 447-9797
Renters,95129,Nicholas,Swanson,3/3/1988,f,355 Kiely Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 308-7225,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,2500,49167617,180,$15.45,Mike Zhao,"1566 La Pradera Dr # 2 Campbell, CA 95008-1533",(408) 866-1660
Renters,94086,Avery,Wheeler,11/18/1989,m,243 Buena Vista Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(855) 365-1913,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,5000,53760031,180,$13.54,Jason Schram,"1731 Embarcadero Rd Ste 212Palo Alto, CA 94303-3339",(650) 522-0027
Renters,94040,Conor,Murray,3/27/1987,f,1200 Dale Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 266-1474,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,100,52683499,180,$22.43,Erich Stiegler,"1911 Tarob Ct Milpitas, CA 95035-6825",(408) 813-5348
Renters,94086,David,Beck,12/1/1988,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 766-9500,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,100 / 250,94591003,180,$21.54,Jianhong Zhou,"39812 Mission Blvd Ste 203 Fremont, CA 94539-3087",(510) 656-1009
Renters,94085,Lilly,Cain,2/4/1989,f,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(831) 476-8897,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,250,35973908,180,$17.95,Bindu Bhandari,"2695 Moorpark Ave Ste 107 San Jose, CA 95128-4710",(408) 449-4818
Renters,94041,Anastasia,Dennis,5/6/1989,f,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(855) 641-0159,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,500,36884442,180,$16.51,Jianhong Zhou,"39812 Mission Blvd Ste 203 Fremont, CA 94539-3087",(510) 656-1009
Renters,94087,Eliana,Obrien,3/27/1987,f,902 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 354-8910,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,750,29764481,180,$15.44,Anthony Mangiameli,"2845 Moorpark Ave Ste 102San Jose, CA 95128-3158",(408) 247-7833
Renters,94304,Mason,Wade,6/6/1986,f,700 Clark Way,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(619) 231-9600,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,1000,,,,,,
Renters,95054,Charlotte,Rojas,3/3/1988,m,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 354-8910,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,1500,,,,,,
Renters,95126,Sadie,Cross,6/6/1986,m,950 Meridian Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 361-4060,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,2500,26328922,180,$15.13,Tyler Carlin,"9300 Madison Ave Ste 201Orangevale, CA 95662-4961",(916) 988-5525
Renters,94086,Rhys,Graham,6/6/1986,m,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 459-3577,owen.lloyd@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,5000,80457130,180,$10.83,Qing Sun,"12140 Artesia Blvd Ste 209 Artesia, CA 90701-4055",(562) 810-0500
Renters,94301,Anastasia,Powers,3/3/1988,m,459 Hamilton Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(707) 579-5605,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,100,84967733,180,$24.52,Denis Maier,"36660 Newark Blvd Ste A Newark, CA 94560-3000",(510) 792-1000
Renters,95113,Michael,Malone,2/4/1989,m,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(866) 849-2126,savanna.miles@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,100 / 250,,,,,,
Renters,95050,Arabella,Brady,11/12/1990,m,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 981-2605,finn@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,250,46217451,180,$20.03,Leny Bueno,"2695 Moorpark Ave Ste 100f San Jose, CA 95128-4710",(408) 449-4871
Renters,95051,Ezra,Austin,5/6/1989,m,100 Buckingham Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 565-9960,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,500,99402451,180,$18.59,Teketel Mulugeta,"3550 Stevens Creek Blvd Ste 310 San Jose, CA 95117-1060",(408) 249-8123
Renters,95035,Gabriella,Bradley,11/12/1990,f,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 225-8648,zachary.hayes@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,750,36520276,180,$17.52,Farhad Sami,"42132 Blacow Rd Fremont, CA 94538-4192",(510) 657-7777
Renters,94040,Hadley,Kramer,7/31/1988,m,575 S Rengstorff Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 263-6040,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,1000,14869151,180,$16.62,Alex Wong,"420 N Montebello Blvd Ste 207 Montebello, CA 90640-4274",(323) 212-3012
Renters,94085,Jace,Warren,6/6/1986,m,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 265-2120,bennett.yang@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,1500,454452,180,$15.54,Michael Short,"2695 Moorpark Ave # 201 San Jose, CA 95128-4710",(408) 466-6586
Renters,95134,Nolan,Nguyen,7/31/1988,f,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(858) 565-9081,milo@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,2500,,,,,,
Renters,95035,Stella,Stokes,3/8/1990,m,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(415) 580-6272,noah.ingram@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,300000,N,5000,11785215,180,$11.95,Thomas Truong,"500 E Calaveras Blvd Ste 321 Milpitas, CA 95035-7708",(408) 935-8888
Renters,95113,Aurora,Gonzales,11/12/1990,m,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 647-5909,aidan@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,500000,N,100,91444197,180,$29.12,Mark Mead,"13300 E Highway 20 Ste C Clearlake Oaks, CA 95423-9330",(707) 998-0100
Renters,94301,Scarlet,Pratt,2/4/1989,f,501 Forest Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(650) 425-3914,isaac.montoya@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,500000,N,100 / 250,,,,,,
Renters,95136,Conor,Parker,6/6/1986,m,4300 The Woods Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,2 to 4,0,0,(408) 297-4675,leo@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,500000,N,250,97715541,180,$26.67,Ernest Dillard,"5145 Golden Foothill Pkwy Ste 100 El Dorado Hills, CA 95762-9656",(916) 939-8553
