Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent
Renters,95054,Zachary,Lopez,11/12/1990,m,1500 Vista Club Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 342-2301,landon@163.com,N,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,43.93,John Ag,Cupertino
Renters,95112,Leah,Kelly,11/18/1989,m,760 N 7th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(877) 713-3968,levi.carpenter@yahoo.com,N,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,15.64,Martha Ag,Mtv
Renters,95112,Lilly,Flores,12/1/1988,m,760 N 7th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 647-5909,aaron@zoho.com,N,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,16.85,John Ag,Mtv
Renters,94086,Savanna,Chan,07/31/1988,m,355 E Evelyn Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 886-0616,everett.mcgee@outlook.com,N,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,42.70,Martha Ag,Mtv
Renters,95136,Vivian,Romero,02/04/1989,f,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 823-1361,levi.carpenter@yahoo.com,N,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,29.42,Martha Ag,Cupertino
Renters,95129,Emily,Ward,11/12/1990,f,355 Kiely Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 928-4631,nolan.russell@foxmail.com,N,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,39.23,Martha Ag,Cupertino
Renters,95134,Colton,Long,06/06/1986,f,150 Alicante Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 475-6342,leo.franklin@263.com,N,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,22.47,John Ag,Mtv
Renters,95123,Claire,Conley,06/06/1986,f,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 567-0683,felix@yahoo.com,N,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,26.70,John Ag,Cupertino
Renters,95123,Kira,Conner,12/1/1988,f,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 284-3000,aaron@zoho.com,N,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,29.73,Patricia Ag,Mtv
Renters,94087,Evelyn,Cruz,11/18/1989,f,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 968-8384,leo.franklin@263.com,N,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,29.42,John Ag,Cupertino
Renters,95008,Elise,Watkins,03/03/1988,f,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 921-5733,avery.strickland@icloud.com,N,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,42.79,John Ag,Mtv
Renters,95054,Hudson,Foster,04/05/1990,f,502 Mansion Park Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 476-8897,felix@yahoo.com,N,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,39.45,John Ag,Mtv
Renters,95123,Mason,Frank,07/31/1988,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 378-7188,nolan.russell@foxmail.com,N,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,16.61,John Ag,Redwood City
Renters,95008,Luke,Welch,03/03/1988,f,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 755-8133,aaron@zoho.com,N,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,30.21,Patricia Ag,Cupertino
Renters,95126,Leila,Bell,03/03/1988,f,1590 Southwest Expy,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 626-6900,josiah@qq.com,N,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,22.47,John Ag,Cupertino
Renters,95050,Hunter,Gonzales,04/05/1990,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 288-7368,felix@yahoo.com,N,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,35.42,Patricia Ag,Cupertino
Renters,95054,Isabelle,Hansen,05/06/1989,f,1500 Vista Club Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 225-8648,leo.franklin@263.com,N,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,36.50,John Ag,Redwood City
Renters,94086,Anabel,Lopez,05/06/1989,m,180 Pasito Terrace,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 866-1005,nolan.russell@foxmail.com,N,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,16.17,Martha Ag,Cupertino
Renters,95050,Lorelei,Hammond,11/18/1989,f,431 El Camino Real,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 333-9956,levi.carpenter@yahoo.com,N,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,43.93,Patricia Ag,Mtv
Renters,94043,Ava,Rhodes,02/04/1989,f,100 N Whisman Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 282-1686,aaron@zoho.com,N,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,27.20,Patricia Ag,Redwood City
Renters,95030,Ana,Norris,11/12/1990,f,347 Massol Ave,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 931-6300,adalyn@outlook.com,N,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,35.96,Martha Ag,Redwood City
Renters,95125,Felix,Estrada,05/06/1989,m,1776 Almaden Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 561-2320,aaron@zoho.com,N,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,42.79,John Ag,Redwood City
Renters,95134,Isaiah,Skinner,07/31/1988,m,70 Descanso Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 923-3200,josiah@qq.com,Y,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,32.20,John Ag,Cupertino
Renters,95134,Phoebe,Logan,11/18/1989,f,70 Descanso Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 345-1970,josiah@qq.com,Y,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,31.01,Patricia Ag,Mtv
Renters,94086,Clare,Chambers,02/04/1989,f,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 255-2288,josiah@qq.com,Y,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,43.11,Martha Ag,Cupertino
Renters,94086,Finn,Walsh,12/1/1988,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(844) 250-7147,felix@yahoo.com,Y,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,19.15,Patricia Ag,Mtv
Renters,94304,Eliot,Rojas,05/06/1989,f,700 Clark Way,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 286-7600,everett.mcgee@outlook.com,Y,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,39.45,Patricia Ag,Cupertino
Renters,95051,Arabella,Warren,02/04/1989,f,100 Buckingham Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 389-9367,levi.carpenter@yahoo.com,Y,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,30.32,Martha Ag,Redwood City
Renters,94040,Dillan,Armstrong,06/06/1986,m,1200 Dale Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 664-2724,adalyn@outlook.com,Y,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,38.97,Martha Ag,Redwood City
Renters,95008,Charles,Hopkins,11/12/1990,m,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 745-3716,adalyn@outlook.com,Y,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,40.63,Martha Ag,Mtv
Renters,95112,Anna,Alvarez,02/04/1989,m,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 216-8884,felix@yahoo.com,Y,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,20.62,Patricia Ag,Redwood City
Renters,94085,Jonah,Wade,03/08/1990,m,1257 Lakeside Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 453-7368,everett.mcgee@outlook.com,Y,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,43.11,Patricia Ag,Cupertino
Renters,95126,Izabella,Schroeder,03/27/1987,m,950 Meridian Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 502-5355,leo.franklin@263.com,Y,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,30.21,Martha Ag,Mtv
Renters,95051,Zackery,Caldwell,02/04/1989,m,100 Buckingham Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 425-3914,adalyn@outlook.com,Y,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,38.55,John Ag,Cupertino
Renters,95123,Aurora,Flowers,03/27/1987,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 886-1055,levi.carpenter@yahoo.com,Y,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,38.91,John Ag,Cupertino
Renters,95050,Claire,Bradley,07/31/1988,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 298-9988,levi.carpenter@yahoo.com,Y,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,39.89,Patricia Ag,Redwood City
Renters,94087,Oliver,Hogan,03/27/1987,f,575 E Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(650) 282-3083,levi.carpenter@yahoo.com,Y,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,35.96,Patricia Ag,Mtv
Renters,95051,Elizabeth,Larson,06/06/1986,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 530-2100,nolan.russell@foxmail.com,Y,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,32.94,Patricia Ag,Mtv
Renters,95126,Christopher,Cortez,07/31/1988,f,754 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 223-2000,leo.franklin@263.com,Y,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,15.95,Patricia Ag,Cupertino
Renters,95129,August,Valdez,03/08/1990,m,355 Kiely Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 971-9397,landon@163.com,Y,Y,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,44.66,Patricia Ag,Cupertino
Renters,95008,Vivienne,Tyler,03/27/1987,m,2275 S Bascom Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 286-7600,landon@163.com,Y,Y,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,35.49,Patricia Ag,Mtv
Renters,95136,Hadley,Wade,03/03/1988,m,3601 Copperfield Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 463-5393,adalyn@outlook.com,Y,Y,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,41.18,John Ag,Redwood City
Renters,95054,Isla,Simpson,03/03/1988,m,550 Moreland Way,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(510) 240-9405,levi.carpenter@yahoo.com,Y,Y,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,23.83,John Ag,Redwood City
Renters,95112,Clare,Dean,05/06/1989,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 284-5285,everett.mcgee@outlook.com,Y,Y,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,16.85,Martha Ag,Redwood City
Renters,95054,Zoe,Ortiz,03/08/1990,m,730 Agnew Rd,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 230-1996,everett.mcgee@outlook.com,Y,Y,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,23.69,John Ag,Redwood City
Renters,95035,Lilah,Elliott,07/31/1988,f,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(831) 458-5042,levi.carpenter@yahoo.com,Y,Y,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,31.84,John Ag,Redwood City
Renters,94041,Jackson,Duncan,04/05/1990,f,1600 Villa St,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(603) 571-6274,landon@163.com,Y,Y,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,22.47,Patricia Ag,Mtv
Renters,95051,Willow,Lewis,02/04/1989,f,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 943-7977,landon@163.com,Y,Y,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,31.83,Patricia Ag,Mtv
Renters,94086,Mila,Chang,03/27/1987,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 307-1871,avery.strickland@icloud.com,Y,Y,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,17.44,Martha Ag,Redwood City
Renters,94086,Clara,Soto,04/05/1990,f,825 E Evelyn Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 701-8366,leo.franklin@263.com,Y,Y,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,32.14,Patricia Ag,Mtv
Renters,95051,Felix,Lucas,06/06/1986,m,3500 Granada Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 216-8884,leo.franklin@263.com,Y,Y,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,39.23,Martha Ag,Cupertino
Renters,95126,Felicity,Gray,11/12/1990,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(855) 646-0468,josiah@qq.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,44.12,Martha Ag,Cupertino
Renters,95136,Connor,Keller,07/31/1988,f,4300 The Woods Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(858) 748-4774,nolan.russell@foxmail.com,Y,Y,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Sat,23.14,Patricia Ag,Cupertino
Renters,95008,Penelope,Rivas,02/04/1989,f,200 Hollis Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 214-1685,felix@yahoo.com,Y,Y,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,15.95,John Ag,Redwood City
Renters,95138,Anabel,Pham,06/06/1986,f,6100 Monterey Hwy,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(888) 482-3584,avery.strickland@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Sat,16.21,Patricia Ag,Redwood City
Renters,95134,Victoria,Harvey,12/1/1988,f,345 Village Center Dr,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 491-1125,josiah@qq.com,N,N,N,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,38.91,Martha Ag,Cupertino
Renters,94086,Holden,Adams,02/04/1989,f,201 W California Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(707) 762-5126,avery.strickland@icloud.com,N,N,N,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,33.26,Martha Ag,Cupertino
Renters,95112,Dillan,Warren,11/18/1989,f,1700 N 1st St,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 777-4100,landon@163.com,N,N,N,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,36.34,Martha Ag,Cupertino
Renters,94087,Adam,Walsh,04/05/1990,f,745 S Bernardo Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 735-3047,everett.mcgee@outlook.com,N,N,N,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,26.70,John Ag,Redwood City
Renters,94086,Sophia,Potter,03/03/1988,m,555 E Washington Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 647-5909,avery.strickland@icloud.com,N,N,N,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Tues,30.21,Martha Ag,Cupertino
Renters,95138,Nathan,Wade,11/18/1989,f,6100 Monterey Hwy,San Jose,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(844) 328-9442,aaron@zoho.com,N,N,N,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,17.44,Martha Ag,Mtv
Renters,94087,Ava,Randall,03/27/1987,m,1575 Tenaka Pl,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 778-3237,levi.carpenter@yahoo.com,N,N,N,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,17.44,Patricia Ag,Mtv
Renters,95008,Nolan,Reeves,06/06/1986,f,2275 S Bascom Ave,Campbell,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 283-9912,josiah@qq.com,N,N,Y,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Mon,16.21,Patricia Ag,Redwood City
Renters,94085,Parker,Klein,03/03/1988,f,355 N Wolfe Rd,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 618-0044,leo.franklin@263.com,N,N,Y,N,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,30.21,Martha Ag,Mtv
Renters,94086,Lilly,Holland,11/18/1989,f,355 E Evelyn Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 733-3049,nolan.russell@foxmail.com,N,N,Y,N,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,30.06,Patricia Ag,Cupertino
Renters,95014,Sienna,Kim,05/06/1989,m,19608 Pruneridge Ave,Cupertino,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(925) 228-0760,aaron@zoho.com,N,N,Y,N,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Tues,19.15,Patricia Ag,Redwood City
Renters,95008,Owen,Lamb,03/27/1987,f,200 Hollis Ave,Campbell,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(619) 231-9600,levi.carpenter@yahoo.com,N,N,Y,Y,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,27.79,Patricia Ag,Cupertino
Renters,95054,Harper,Rogers,06/06/1986,f,1600 Nantucket Cir,Santa Clara,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 626-6900,felix@yahoo.com,N,N,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,1234,Mon,21.12,John Ag,Redwood City
Renters,95020,Madeline,Romero,11/18/1989,m,500 Ioof Ave,Gilroy,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 956-8858,adalyn@outlook.com,N,N,Y,Y,N,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Sat,16.61,John Ag,Mtv
Renters,94086,Holden,Burgess,03/03/1988,f,555 E Washington Ave,Sunnyvale,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(415) 586-8940,nolan.russell@foxmail.com,N,N,Y,Y,N,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,91011,Mon,33.93,John Ag,Mtv
Renters,95037,Zachery,Rice,03/08/1990,f,15400 Vineyard Blvd,Morgan Hill,CA,Y,RENTED HOUSE - SINGLE FAMILY,1,0,0,(408) 294-5333,aaron@zoho.com,N,Y,N,N,Y,N,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,100,5678,Tues,20.62,John Ag,Redwood City
