Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated roommates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible,Policy number,Timestamp (seconds),Policy price,Name of agent,Address of agent,Elancer Name
Renters,95054,Xavier,Moran,03/27/1987,m,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 293-3888,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,250,#94148928,2015-10-02 17:07:27,$10.83,Kevin Fitzpatrick,"Sunnyvale, CA",haoran
Renters,95030,Leah,Freeman,11/18/1989,f,347 Massol Ave,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 758-4888,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,500,#45357374,2015-10-02 17:07:27,$10.83,Tim Walsh,"Los Gatos, CA",haoran
Renters,95126,Adelaide,Lee,11/18/1989,m,754 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 642-8440,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1000,#83646334,2015-10-02 17:07:27,$10.83,Dipika Vora,"San Ramon, CA",haoran
Renters,95126,Zoe,Jimenez,04/05/1990,m,2050 Southwest Expy 126,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 713-4583,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1500,#53857941,2015-10-02 17:07:27,$10.83,Dominik Caloiaro,"San Jose, CA",haoran
Renters,95014,Graeme,Gallegos,03/08/1990,m,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 647-5909,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,5000,#99007031,2015-10-02 17:07:27,$10.83,Chiu Ling Lin,"San Jose, CA",haoran
Renters,95014,Elliot,Obrien,03/27/1987,f,7375 Rollingdell Dr,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 516-8284,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,250,#10678671,2015-10-02 17:07:27,$12.09,John Williams,"San Jose, CA",haoran
Renters,95123,Isabelle,Kennedy,11/18/1989,m,6184 Cottle Rd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 583-8084,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,500,#85006960,2015-10-02 17:07:27,$13.86,Charles Stan Petrich,"San Jose, CA",haoran
Renters,95051,Sienna,Cox,03/03/1988,m,1901 Halford Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 923-3200,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,1000,#60971286,2015-10-02 17:07:27,$10.83,Jianmei Quitt,"San Diego, CA",haoran
Renters,95112,Stella,Haynes,04/05/1990,m,524 S 9th St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 447-3000,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,250,#28950061,2015-10-02 17:07:27,$11.92,Roger Nguyen,"San Jose, CA",haoran
Renters,95050,Annabelle,Stephens,11/18/1989,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 557-4116,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,500,#04704275,2015-10-02 17:07:27,$10.83,CALVIN COLEMAN INS AGCY INC,"Salt Lake Cty, UT",haoran
Renters,95112,Ariana,Collier,06/06/1986,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(888) 270-6855,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,1500,#66116904,2015-10-02 17:07:27,$10.83,Timothy Shannon,"Pasadena, CA",haoran
Renters,95126,Khloe,Gregory,02/04/1989,m,754 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 216-8945,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,100000,N,5000,#46377362,2015-10-02 17:07:27,$10.83,Dipika Vora,"San Ramon, CA",haoran
Renters,95111,Everett,Osborne,11/12/1990,f,2600 Corde Terra Cir,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 749-0101,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,500,#49779454,2015-10-02 17:07:27,$13.05,Diem Pham,"San Jose, CA",haoran
Renters,95035,Ronan,Lara,11/18/1989,m,555 S Park Victoria Dr,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 835-1449,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,1000,#39068218,2015-10-02 17:07:27,$10.83,David Souza,"Milpitas, CA",haoran
Renters,95051,Josephine,Fox,03/03/1988,f,1901 Halford Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 228-0760,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,1500,#62637602,2015-10-02 17:07:27,$10.83,Jianmei Quitt,"San Diego, CA",haoran
Renters,95054,Eden,Montoya,03/08/1990,m,730 Agnew Rd,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 452-7910,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,18000,Keep default,1000,300000,N,5000,#95749099,2015-10-02 17:07:27,$10.83,Trang Phan,"San Jose, CA",haoran
Renters,95037,Oliver,Hart,04/05/1990,m,16945 Del Monte Ave,Morgan Hill,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 873-9090,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,250,#32104379,2015-10-02 17:07:27,$24.62,Genaro Garza,"San Jose, CA",haoran
Renters,95126,August,Dunn,04/05/1990,f,754 The Alameda,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 251-7152,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,500,#70402563,2015-10-02 17:07:27,$14.53,Dipika Vora,"San Ramon, CA",haoran
Renters,95112,August,Barton,03/27/1987,f,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 885-3333,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,1000,#74401195,2015-10-02 17:07:27,$11.32,Timothy Shannon,"Pasadena, CA",haoran
Renters,95112,Daphne,Colon,03/08/1990,m,101 E San Fernando St 100,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 227-3700,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,100000,N,5000,#63754470,2015-10-02 17:07:27,$10.83,Dominik Caloiaro,"San Jose, CA",haoran
Renters,95030,Lucas,Collier,11/18/1989,f,10 Jackson St 107,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 841-2760,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,250,#08173873,2015-10-02 17:07:27,$14.44,Jinghuai Li,"Mountain View, CA",haoran
Renters,95054,Mathew,Lawrence,03/08/1990,f,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 453-6204,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,500,#47125037,2015-10-02 17:07:27,$13.46,Tony Stoll,"San Jose, CA",haoran
Renters,95129,Luna,Gomez,03/08/1990,m,355 Kiely Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 861-3333,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,1000,#80395669,2015-10-02 17:07:27,$12.10,David McCoy,"San Jose, CA",haoran
Renters,94301,Carter,Daniel,02/04/1989,m,459 Hamilton Ave,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 279-7410,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,1500,#23887314,2015-10-02 17:07:27,$11.35,Jason Schram,"Palo Alto, CA",haoran
Renters,94087,Jase,Frazier,03/08/1990,m,1032 W Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 952-3727,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,30000,Keep default,1000,300000,N,5000,#08911614,2015-10-02 17:07:27,$10.83,John Williams,"San Jose, CA",haoran
Renters,94087,Eleanor,Oconnor,03/27/1987,m,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(760) 798-2632,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,100000,N,250,#28654552,2015-10-02 17:07:27,$13.83,Lili Li,"Sunnyvale, CA",haoran
Renters,95030,Nathan,Page,11/18/1989,m,10 Jackson St 107,Los Gatos,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 992-3500,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,100000,N,500,#31532852,2015-10-02 17:07:27,$12.72,Jinghuai Li,"Mountain View, CA",haoran
Renters,95050,Sofie,Benson,06/06/1986,f,2200 Monroe St,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 861-9981,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,100000,N,1000,#18481153,2015-10-02 17:07:27,$11.20,Leny Bueno,"San Jose, CA",haoran
Renters,94086,Holden,Tucker,11/12/1990,m,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 236-2860,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,100000,N,1500,#25591376,2015-10-02 17:07:27,$10.83,Reet Singh,"Concord, CA",haoran
Renters,95126,Elliot,Miller,12/1/1988,m,1201 Parkmoor Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 981-2605,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,100000,N,5000,#84769907,2015-10-02 17:07:27,$10.83,James Melin,"San Jose, CA",haoran
Renters,94087,Owen,Welch,03/03/1988,f,575 E Remington Dr,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 496-6300,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,250,#31960042,2015-10-02 17:07:27,$15.91,Rie Kawaguchi,"Sunnyvale, CA",haoran
Renters,94086,Holden,Pope,11/18/1989,m,718 Old San Francisco Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 270-5895,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,500,#56736132,2015-10-02 17:07:27,$14.81,Qing Sun,"Artesia, CA",haoran
Renters,95125,Henry,Stokes,07/31/1988,f,3200 Rubino Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(855) 365-1913,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,1500,#14997294,2015-10-02 17:07:27,$15.29,Vilai Yang,"Elk Grove, CA",haoran
Renters,95126,Emilia,Moss,03/08/1990,m,2050 Southwest Expy 126,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 885-3333,jakob.cox@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,40000,Keep default,1000,300000,N,5000,#28414717,2015-10-02 17:07:27,$11.77,Kyle Wilson,"San Jose, CA",haoran
Renters,94041,Keira,Payne,03/27/1987,m,151 Calderon Ave,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 952-3727,anabel.patton@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,100000,N,250,#46884532,2015-10-02 17:07:27,$16.53,Lili Li,"Sunnyvale, CA",haoran
Renters,95014,Gideon,Garner,04/05/1990,m,5608 Stevens Creek Blvd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 216-8947,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,100000,N,500,#39540630,2015-10-02 17:07:27,$15.21,David Kelly,"Sacramento, CA",haoran
Renters,95054,Julia,Hart,12/1/1988,m,4500 Carlyle Ct,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 486-4834,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,100000,N,1000,#14058995,2015-10-02 17:07:27,$13.39,Fareh Khalid,"Sunnyvale, CA",haoran
Renters,95112,Jane,Nelson,12/1/1988,m,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 354-8910,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,100000,N,1500,#48008288,2015-10-02 17:07:27,$14.05,Timothy Shannon,"Pasadena, CA",haoran
Renters,95134,Holden,Terry,05/06/1989,f,4343 Renaissance Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 732-9450,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,100000,N,5000,#28277249,2015-10-02 17:07:27,$10.83,Michael Tran,"San Jose, CA",haoran
Renters,95125,Ariana,Huff,04/05/1990,m,2118 Canoas Garden Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 854-2651,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,300000,N,250,#42074075,2015-10-02 17:07:27,$23.17,Kevin Hunt,"Templeton, CA",haoran
Renters,95113,Miles,Hawkins,02/04/1989,m,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 264-9696,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,300000,N,500,#08774601,2015-10-02 17:07:27,$19.32,Mark Mead,"Clearlake Oaks, CA",haoran
Renters,95125,Cole,Garner,02/04/1989,m,2118 Canoas Garden Ave,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 561-2320,elizabeth.swanson@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,300000,N,1000,#73691118,2015-10-02 17:07:27,$19.17,Kevin Hunt,"Templeton, CA",haoran
Renters,95020,Lilah,Holt,05/06/1989,m,8200 Kern Ave,Gilroy,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 570-5040,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,300000,N,1500,#14473994,2015-10-02 17:07:27,$26.84,Eric Contreras,"Salinas, CA",haoran
Renters,94087,Ivy,Klein,12/1/1988,f,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 445-6530,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,60000,Keep default,1000,300000,N,5000,#53217597,2015-10-02 17:07:27,$11.17,Peter Kuo,"Sunnyvale, CA",haoran
Renters,95054,Lily,Stokes,06/06/1994,m,730 Agnew Rd,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 971-9397,norah.alvarado@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,250,#53997151,2015-10-02 17:07:27,$10.83,Richard So,"Santa Clara, CA",haoran
Renters,95054,Jack,Owens,03/03/1993,m,502 Mansion Park Dr,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 713-3956,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,500,#46285016,2015-10-02 17:07:27,$10.83,Vanessa Ooi,"Santa Clara, CA",haoran
Renters,95054,Rhys,Marquez,05/06/1994,f,1500 Vista Club Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 570-5040,clara.kirby@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,1000,#07591580,2015-10-02 17:07:27,$10.83,Lily Zhao,"San Jose, CA",haoran
Renters,95112,Eloise,Carson,02/04/1994,f,1700 N 1st St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 283-9912,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,1500,#08071237,2015-10-02 17:07:27,$10.83,Timothy Shannon,"Pasadena, CA",haoran
Renters,95128,Clare,Patterson,04/05/1994,f,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 345-4400,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,100000,N,5000,#36877093,2015-10-02 17:07:27,$10.83,Michael Short,"San Jose, CA",haoran
Renters,95128,Arianna,Roman,02/04/1994,m,500 S Winchester Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 271-4151,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,250,#87689574,2015-10-02 17:07:27,$14.88,Michael Short,"San Jose, CA",haoran
Renters,95123,Asher,Moss,03/03/1993,f,150 Palm Valley Blvd,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 496-6300,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,500,#95870790,2015-10-02 17:07:27,$13.86,Bin Lu,"San Jose, CA",haoran
Renters,94043,Penelope,Hardy,12/1/1993,f,100 N Whisman Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 894-6343,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,1000,#34022699,2015-10-02 17:07:27,$10.83,Dennis Fulfer,"Citrus Heights, CA",haoran
Renters,95125,Cora,Contreras,05/06/1994,m,3200 Rubino Dr,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 463-1116,elijah.nichols@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,1500,#24512982,2015-10-02 17:07:27,$11.68,Vilai Yang,"Elk Grove, CA",haoran
Renters,94086,Leila,Curry,12/1/1993,f,555 E Washington Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 233-4787,vivien.shepherd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,4000,Keep default,1000,300000,N,5000,#52877670,2015-10-02 17:07:27,$10.83,Jianhong Zhou,"Fremont, CA",haoran
Renters,95050,Abigail,Wang,02/04/1994,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(760) 208-2785,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,250,#63794707,2015-10-02 17:07:27,$10.83,CALVIN COLEMAN INS AGCY INC,"Salt Lake Cty, UT",haoran
Renters,94087,Vivienne,Harmon,04/05/1994,m,1575 Tenaka Pl,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 215-2850,jude.neal@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1000,#43509289,2015-10-02 17:07:27,$10.83,Thomas Keasler,"Sunnyvale, CA",haoran
Renters,95126,Mia,Strickland,07/31/1993,f,850 Meridian Way,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 861-3333,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,1500,#65744076,2015-10-02 17:07:27,$10.83,Louise Shih,"San Jose, CA",haoran
Renters,95113,Chase,Schroeder,12/1/1993,f,360 S Market St,San Jose,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 658-6604,aidan.briggs@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,100000,N,5000,#42803401,2015-10-02 17:07:27,$10.83,Mark Mead,"Clearlake Oaks, CA",haoran
Renters,95035,Anabel,Stewart,11/18/1993,f,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 571-0104,oliver.floyd@gmail.com,Y,Y,Y,Y,Y,Y,NONE,N,N,Keep default.,10000,Keep default,1000,300000,N,250,#51912411,2015-10-02 17:07:27,$12.09,Thomas Truong,"Milpitas, CA",haoran
